"Категория 1","Категория 2","Категория 3","Категория 4","Категория 5","Товар","Бренд","Артикул","pdf","Наличие","Фото 1","Фото 2","Фото 3","Описание","Входное напряжение","Выходное напряжение","Выходной ток","Исполнение","Нагрузка","Тип (серия)","Материал корпуса","Максимальное напряжение","Степень защиты","Аксессуары","Количество педалей","Защитный кожух","Со встроенным радиатором","Со встроенным предохранителем","Реверсивные","Для коммутации постоянного тока","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 180-280VAC/DC, GNR35AHZ","Crouzet","GNR35AHZ","GNR35DHZ.pdf","","GNR35DHZ(1)","","","<p>
        Однофазное твердотельное реле переменного и постоянного тока GNR35AHZ (CROUZET). 48 - 600 VAC | 180 - 280VAC/DC, со встроенным радиатором. Серия Cooltech 35-45A/45 mm. Улучшенное поколение полупроводниковых реле. Увеличение срока службы, устойчивость к воздействиям высоких температур благодаря усовершенствованной технологии передачи тепла от полупроводниковых элементов к радиатору (DBC). Подходит для приложений, где необходима высокая частота переключений и/или бесшумная работа. Простой монтаж, за счет использования двух вариантов размещения клемм &laquo;реле&raquo; или &laquo;контактор&raquo;.</p>
<ul>
        <li>
                Ток нагрузки: 35А;</li>
        <li>
                Габариты (ШхВхГ), мм: 45 x 88,2 x 120,66;</li>
        <li>
                Интегрированный радиатор;</li>
        <li>
                Защита от перенапряжений (TVS);</li>
        <li>
                Клеммы в вариантах &quot;контактор&quot; либо &quot;реле&quot;;</li>
        <li>
                Монтаж на шине, либо винтами.</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-280VAC/DC","48-600VAC","35А","на DIN-рейку или винтами","однофазная","","","","","","","","да","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 4-32VDC, GNR45DHZ","Crouzet","GNR45DHZ","GNR35DHZ.pdf","","GNR35DHZ(1)","","","<p>
        Однофазное твердотельное реле постоянного тока GNR45DHZ (CROUZET). 48 - 600 VAC | 4 - 32VDC, со встроенным радиатором. Серия Cooltech 35-45A/45 mm. Улучшенное поколение полупроводниковых реле. Увеличение срока службы, устойчивость к воздействиям высоких температур благодаря усовершенствованной технологии передачи тепла от полупроводниковых элементов к радиатору (DBC). Подходит для приложений, где необходима высокая частота переключений и/или бесшумная работа. Простой монтаж, за счет использования двух вариантов размещения клемм &laquo;реле&raquo; или &laquo;контактор&raquo;.</p>
<ul>
        <li>
                Ток нагрузки: 45А;</li>
        <li>
                Габариты (ШхВхГ), мм: 45 x 88,2 x 120,66;</li>
        <li>
                Интегрированный радиатор;</li>
        <li>
                Защита от перенапряжений (TVS);</li>
        <li>
                Клеммы в вариантах &quot;контактор&quot; либо &quot;реле&quot;;</li>
        <li>
                Монтаж на шине, либо винтами.</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-600VAC","45А","на DIN-рейку или винтами","однофазная","","","","","","","","да","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 180-280VAC/DC, GNR45AHZ","Crouzet","GNR45AHZ","GNR35DHZ.pdf","","GNR35DHZ(1)","","","<p>
        Твердотельное однофазное полупроводниковое реле переменного тока GNR45AHZ (CROUZET). 48 - 600 VAC | 180 - 280VAC/DC, со встроенным радиатором. Серия Cooltech 35-45A/45 mm. Улучшенное поколение полупроводниковых реле. Увеличение срока службы, устойчивость к воздействиям высоких температур благодаря усовершенствованной технологии передачи тепла от полупроводниковых элементов к радиатору (DBC). Подходит для приложений, где необходима высокая частота переключений и/или бесшумная работа. Простой монтаж, за счет использования двух вариантов размещения клемм &laquo;реле&raquo; или &laquo;контактор&raquo;.</p>
<ul>
        <li>
                Ток нагрузки: 45А;</li>
        <li>
                Габариты (ШхВхГ), мм: 45 x 88,2 x 120,66;</li>
        <li>
                Интегрированный радиатор;</li>
        <li>
                Защита от перенапряжений (TVS);</li>
        <li>
                Клеммы в вариантах &quot;контактор&quot; либо &quot;реле&quot;;</li>
        <li>
                Монтаж на шине, либо винтами.</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-280VAC/DC","48-600VAC","45А","на DIN-рейку или винтами","однофазная","","","","","","","","да","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN325DLZ","Crouzet","GN325DLZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN325DLZ (CROUZET), 4-32VDC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-600VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN350DLZ","Crouzet","GN350DLZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN350DLZ (CROUZET), 4-32VDC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-600VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN325DLR","Crouzet","GN325DLR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN325DLR (CROUZET), 4-32VDC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-600VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN350DLR","Crouzet","GN350DLR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN350DLR (CROUZET), 4-32VDC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-600VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN325DSZ","Crouzet","GN325DSZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN325DSZ (CROUZET), 4-32VDC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN350DSZ","Crouzet","GN350DSZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN350DSZ(CROUZET), 4-32VDC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN325DSR","Crouzet","GN325DSR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN325DSR (CROUZET), 4-32VDC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN350DSR","Crouzet","GN350DSR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN350DSR (CROUZET), 4-32VDC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 180-260VAC, GN325ALZ","Crouzet","GN325ALZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325ALZ (CROUZET), 180-260VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 180-260VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-260VAC","48-600VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 90-140VAC, GN325BLZ","Crouzet","GN325BLZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325BLZ (CROUZET), 90-140VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 90-140VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-140VAC","48-600VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 18-36VAC, GN325ELZ","Crouzet","GN325ELZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325ELZ (CROUZET), 18-36VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 18-36VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","18-36VAC","48-600VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 180-260VAC, GN350ALZ","Crouzet","GN350ALZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350ALZ (CROUZET), 180-260VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 180-260VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-260VAC","48-600VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 90-140VAC, GN350BLZ","Crouzet","GN350BLZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350BLZ (CROUZET), 90-140VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 90-140VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-140VAC","48-600VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 18-36VAC, GN350ELZ","Crouzet","GN350ELZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350ELZ (CROUZET), 18-36VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 18-36VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","18-36VAC","48-600VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 180-260VAC, GN325ALR","Crouzet","GN325ALR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325ALR (CROUZET), 180-260VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 180-260VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-260VAC","48-600VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 90-140VAC, GN325BLR","Crouzet","GN325BLR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325BLR (CROUZET), 90-140VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 90-140VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-140VAC","48-600VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 18-36VAC, GN325ELR","Crouzet","GN325ELR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325ELR (CROUZET), 18-36VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 18-36VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","18-36VAC","48-600VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 180-260VAC, GN350ALR","Crouzet","GN350ALR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350ALR (CROUZET), 180-260VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 180-260VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-260VAC","48-600VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 90-140VAC, GN350BLR","Crouzet","GN350BLR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350BLR (CROUZET), 90-140VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 90-140VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-140VAC","48-600VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 18-36VAC, GN350ELR","Crouzet","GN350ELR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350ELR (CROUZET), 18-36VAC | 48-600VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 18-36VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-600VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","18-36VAC","48-600VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 180-260VAC, GN325ASZ","Crouzet","GN325ASZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325ASZ (CROUZET), 180-260VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 180-260VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-260VAC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 90-140VAC, GN325BSZ","Crouzet","GN325BSZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325BSZ (CROUZET), 90-140VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 90-140VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-140VAC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 18-36VAC, GN325ESZ","Crouzet","GN325ESZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325ESZ (CROUZET), 18-36VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 18-36VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","18-36VAC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
