"Категория 1","Категория 2","Категория 3","Категория 4","Категория 5","Товар","Бренд","Артикул","pdf","Наличие","Фото 1","Фото 2","Фото 3","Описание","Входное напряжение","Выходное напряжение","Выходной ток","Исполнение","Нагрузка","Тип (серия)","Материал корпуса","Максимальное напряжение","Степень защиты","Аксессуары","Количество педалей","Защитный кожух","Со встроенным радиатором","Со встроенным предохранителем","Реверсивные","Для коммутации постоянного тока","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 180-260VAC, GN350ASZ","Crouzet","GN350ASZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350ASZ (CROUZET), 180-260VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 180-260VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-260VAC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 90-140VAC, GN350BSZ","Crouzet","GN350BSZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350BSZ (CROUZET), 90-140VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 90-140VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-140VAC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 18-36VAC, GN350ESZ","Crouzet","GN350ESZ","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350ESZ (CROUZET), 18-36VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 18-36VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","18-36VAC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 180-260VAC, GN325ASR","Crouzet","GN325ASR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325ASR (CROUZET), 180-260VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 180-260VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-260VAC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 90-140VAC, GN325BSR","Crouzet","GN325BSR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325BSR (CROUZET), 90-140VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 90-140VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-140VAC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 18-36VAC, GN325ESR","Crouzet","GN325ESR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN325ESR (CROUZET), 18-36VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 18-36VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","18-36VAC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 180-260VAC, GN350ASR","Crouzet","GN350ASR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350ASR (CROUZET), 180-260VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 180-260VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","180-260VAC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 90-140VAC, GN350BSR","Crouzet","GN350BSR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350BSR (CROUZET), 90-140VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 90-140VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-140VAC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 18-36VAC, GN350ESR","Crouzet","GN350ESR","GN325DLZ.pdf","","GN325DLZ(1)","","","<p>
        Трехфазное твердотельное реле переменного тока GN350ESR (CROUZET), 18-36VAC | 48-530VAC. Серия GN3 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 18-36VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","18-36VAC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN025DSR","Crouzet","GN025DSR","GN025DSR.pdf","","GN025DSR(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN025DSR (CROUZET), 4-32VDC | 48-530VAC. Серия GN0 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 25А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                СИД-индикация состояния и встроенная защита от напряжения через TVS-диоды;</li>
        <li>
                Выход с RC-элементом;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-530VAC","25А","на винты","трехфазная","","","","","","","","","","да","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Трехфазное твердотельное реле 4-32VDC, GN050DSR","Crouzet","GN050DSR","GN025DSR.pdf","","GN025DSR(1)","","","<p>
        Трехфазное твердотельное реле постоянного тока GN050DSR (CROUZET), 4-32VDC | 48-530VAC. Серия GN0 SSR.</p>
<ul>
        <li>
                Ток нагрузки: 50А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 48-530VAC;</li>
        <li>
                СИД-индикация состояния и встроенная защита от напряжения через TVS-диоды;</li>
        <li>
                Выход с RC-элементом;</li>
        <li>
                Габариты (ШхВхГ), мм: 101,28 x 79,7 x 35,43;</li>
        <li>
                Монтаж винтами;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","48-530VAC","50А","на винты","трехфазная","","","","","","","","","","да","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле GMS-5A, со встроенным предохранителем","Crouzet","84130105","84130105.pdf","","84130105(1)","","","<p>
        Однофазное твердотельное реле постоянного тока со встроенным предохранителем GMS-5A (CROUZET), 4-32VDC | 12-280VAC. Серия GMS SSR.</p>
<ul>
        <li>
                Ток нагрузки: 5А;</li>
        <li>
                Входное управляющее напряжение: 4-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 12-280VAC;</li>
        <li>
                Встроенный предохранитель;</li>
        <li>
                Активация при переходе через ноль;</li>
        <li>
                Габариты (ШхВхГ), мм: 17,5 x 81 x 65;</li>
        <li>
                Монтаж на DIN-рейку;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","4-32VDC","12-280VAC","5А","на DIN-рейку","однофазная","","","","","","","","","да","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Предохранитель 5А для однофазного твердотельного реле GMS-5A","Crouzet","26532731","84130105.pdf","","26532731(1)","","","<p>
        Предохранитель 5А для однофазного твердотельного реле постоянного тока GMS-5A (CROUZET).</p>
<ul>
        <li>
                Ток нагрузки: 5А;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","","","","","","","","","","предохранитель 5А","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Варистор 275 VAC для однофазного твердотельного реле GMS-5A","Crouzet","1570012","84130105.pdf","","26532731(1)","","","<p>
        Варистор 275 VAC для однофазного твердотельного реле постоянного тока GMS-5A (CROUZET).</p>
<ul>
        <li>
                Защита от перегрузок;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","","","","","","","","","","варистор 275 VAC","","","","","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 4-32VDC 20А, RHP","Crouzet","84138000","84138000.pdf","","84138000(1)","","","<p>
	Однофазное твердотельное реле постоянного тока со встроенным предохранителем RHP (CROUZET), 4-32VDC | 90-260VAC. Серия RHP. Твердотельнее реле является комбинацией классического и полупроводникового. В момент включения ток проходит через триак, далее передача тока происходит посредством электромагнитного реле. При отключении цепи процесс проходит в обратоной последовательности. RHP бистабильное, благодаря такой конструкции имеет значительные преимущества в сравнении с традиционными реле, как по сроку службы (отсутствует искрение в момент включения и дуга при отключении) так и в компактности (нет необходимости применять радиатор при работе полупроводника только в непродолжительных моментах включения и выключения)</p>
<ul>
	<li>
		Ток нагрузки: 20А;</li>
	<li>
		Входное управляющее напряжение: 4-32VDC;</li>
	<li>
		Выходящее напряжение нагрузки: 90-260VAC;</li>
	<li>
		Встроенный предохранитель;</li>
	<li>
		Большой срок службы (&gt;5 млн. срабатываний при In);</li>
	<li>
		Бесшумная работа;</li>
	<li>
		Габариты (ШхВхГ), мм: 17,5 x 81 x 60;</li>
	<li>
		Монтаж на DIN-рейку;</li>
</ul>
<p>
	<strong>Производство:</strong> Франция</p>","4-32VDC","90-260VAC","20А","на DIN-рейку","однофазная","","","","","","","","","да","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 90-280VAC 20А, RHP","Crouzet","84138001","84138000.pdf","","84138000(1)","","","<p>
        Однофазное твердотельное реле переменного тока со встроенным предохранителем RHP (CROUZET), 90-280 VAC | 90-260VAC. Серия RHP. Твердотельнее реле является комбинацией классического и полупроводникового. В момент включения ток проходит через триак, далее передача тока происходит посредством электромагнитного реле. При отключении цепи процесс проходит в обратоной последовательности. RHP бистабильное, благодаря такой конструкции имеет значительные преимущества в сравнении с традиционными реле, как по сроку службы (отсутствует искрение в момент включения и дуга при отключении) так и в компактности (нет необходимости применять радиатор при работе полупроводника только в непродолжительных моментах включения и выключения)</p>
<ul>
        <li>
                Ток нагрузки: 20А;</li>
        <li>
                Входное управляющее напряжение: 90-280 VAC;</li>
        <li>
                Выходящее напряжение нагрузки: 90-260VAC;</li>
        <li>
                Встроенный предохранитель;</li>
        <li>
                Большой срок службы (&gt;5 млн. срабатываний при In);</li>
        <li>
                Бесшумная работа;</li>
        <li>
                Габариты (ШхВхГ), мм: 17,5 x 81 x 60;</li>
        <li>
                Монтаж на DIN-рейку;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","90-280VAC","90-260VAC","20А","на DIN-рейку","однофазная","","","","","","","","","да","","","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 3.5-32VDC 10А, 84134850","Crouzet","84134850","84 134 750.pdf","","84134850(1)","84134850(2)","","<p>
        Однофазное твердотельное реле для коммутации цепей постоянного тока 84134850 (CROUZET), 3,5-32VDC | 1-200VDC. Серия GF. Переключение при нулевом напряжении и встроенная защита от переходных процессов на выходе. Установка на охлаждающей поверхности за исключением случаев низкой нагрузки и температуры.</p>
<ul>
        <li>
                Ток нагрузки: 10А;</li>
        <li>
                Входное управляющее напряжение: 3,5-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 1-200VDC;</li>
	<li>
		Выход FET;</li>
        <li>
                Габариты (ШхВхГ), мм: 44,5 x 57,3 x 22,6;</li>
        <li>
                Индикатор состояния LED;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","3.5-32VDC","1-200VDC","10А","на винты","однофазная","","","","","","","","","","","да","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 3.5-32VDC 15А, 84134860","Crouzet","84134860","84 134 750.pdf","","84134850(1)","84134850(2)","","<p>
        Однофазное твердотельное реле для коммутации цепей постоянного тока 84134860 (CROUZET), 3,5-32VDC | 1-100VDC. Серия GF. Переключение при нулевом напряжении и встроенная защита от переходных процессов на выходе. Установка на охлаждающей поверхности за исключением случаев низкой нагрузки и температуры.</p>
<ul>
        <li>
                Ток нагрузки: 15А;</li>
        <li>
                Входное управляющее напряжение: 3,5-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 1-100VDC;</li>
	<li>
		Выход FET;</li>
        <li>
                Габариты (ШхВхГ), мм: 44,5 x 57,3 x 22,6;</li>
        <li>
                Индикатор состояния LED;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","3,5-32VDC","1-100VDC","15А","на винты","однофазная","","","","","","","","","","","да","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 3.5-32VDC 30А, 84134870","Crouzet","84134870","84 134 750.pdf","","84134850(1)","84134850(2)","","<p>
        Однофазное твердотельное реле для коммутации цепей постоянного тока 84134870 (CROUZET), 3,5-32VDC | 1-50VDC. Серия GF. Переключение при нулевом напряжении и встроенная защита от переходных процессов на выходе. Установка на охлаждающей поверхности за исключением случаев низкой нагрузки и температуры.</p>
<ul>
        <li>
                Ток нагрузки: 30А;</li>
        <li>
                Входное управляющее напряжение: 3,5-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 1-50VDC;</li>
	<li>
		Выход FET;</li>
        <li>
                Габариты (ШхВхГ), мм: 44,5 x 57,3 x 22,6;</li>
        <li>
                Индикатор состояния LED;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","3,5-32VDC","1-50VDC","30А","на винты","однофазная","","","","","","","","","","","да","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 3-32VDC 10А, 84134750","Crouzet","84134750","84 134 750.pdf","","84134850(1)","84134850(2)","","<p>
        Однофазное твердотельное реле для коммутации цепей постоянного тока 84134750 (CROUZET), 3-32VDC | 3-60VDC. Серия GT. Переключение при нулевом напряжении и встроенная защита от переходных процессов на выходе. Установка на охлаждающей поверхности за исключением случаев низкой нагрузки и температуры.</p>
<ul>
        <li>
                Ток нагрузки: 10А;</li>
        <li>
                Входное управляющее напряжение: 3-32 VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 3-60VDC;</li>
        <li>
                Выход полевой транзистор (MOSFET);</li>
        <li>
                Габариты (ШхВхГ), мм: 44,5 x 57,3 x 22,6;</li>
        <li>
                Индикатор состояния LED;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","3-32VDC","3-60VDC","10А","на винты","однофазная","","","","","","","","","","","да","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 3.5-32VDC 10А, 84137850","Crouzet","84137850","84 134 750.pdf","","84134850(1)","84134850(2)","","<p>
        Однофазное твердотельное реле для коммутации цепей постоянного тока 84137850 (CROUZET), 3,5-32VDC | 1-200VDC. Серия GF. Переключение при нулевом напряжении и встроенная защита от переходных процессов на выходе. Установка на охлаждающей поверхности за исключением случаев низкой нагрузки и температуры.</p>
<ul>
        <li>
                Ток нагрузки: 10А;</li>
        <li>
                Входное управляющее напряжение: 3,5-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 1-200VDC;</li>
        <li>
                Выход FET;</li>
        <li>
                Габариты (ШхВхГ), мм: 44,5 x 57,3 x 22,6;</li>
        <li>
                Индикатор состояния LED;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","3,5-32VDC","1-200VDC","10А","на винты","однофазная","","","","","","","","","","","да","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 3.5-32VDC 15А, 84137860","Crouzet","84137860","84 134 750.pdf","","84134850(1)","84134850(2)","","<p>
        Однофазное твердотельное реле для коммутации цепей постоянного тока 84137860 (CROUZET), 3,5-32VDC | 1-100VDC. Серия GF. Переключение при нулевом напряжении и встроенная защита от переходных процессов на выходе. Установка на охлаждающей поверхности за исключением случаев низкой нагрузки и температуры.</p>
<ul>
        <li>
                Ток нагрузки: 15А;</li>
        <li>
                Входное управляющее напряжение: 3,5-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 1-100VDC;</li>
	<li>
		Выход FET;</li>
        <li>
                Габариты (ШхВхГ), мм: 44,5 x 57,3 x 22,6;</li>
        <li>
                Индикатор состояния LED;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","3,5-32VDC","1-100VDC","15А","на винты","однофазная","","","","","","","","","","","да","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 3.5-32VDC 30А, 84137870","Crouzet","84137870","84 134 750.pdf","","84134850(1)","84134850(2)","","<p>
        Однофазное твердотельное реле для коммутации цепей постоянного тока 84137870 (CROUZET), 3,5-32VDC | 1-50VDC. Серия GF. Переключение при нулевом напряжении и встроенная защита от переходных процессов на выходе. Установка на охлаждающей поверхности за исключением случаев низкой нагрузки и температуры.</p>
<ul>
        <li>
                Ток нагрузки: 30А;</li>
        <li>
                Входное управляющее напряжение: 3,5-32VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 1-50VDC;</li>
	<li>
		Выход FET;</li>
        <li>
                Габариты (ШхВхГ), мм: 44,5 x 57,3 x 22,6;</li>
        <li>
                Индикатор состояния LED;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","3,5-32VDC","1-50VDC","30А","на винты","однофазная","","","","","","","","","","","да","","",""
"Автоматика","Контроль, управление и питание","Твердотельные реле","","","Однофазное твердотельное реле 3-32VDC 10А, 84137750","Crouzet","84137750","84 134 750.pdf","","84134850(1)","84134850(2)","","<p>
        Однофазное твердотельное реле для коммутации цепей постоянного тока 84137750 (CROUZET), 3-32 VDC | 3-60VDC. Серия GT. Переключение при нулевом напряжении и встроенная защита от переходных процессов на выходе. Установка на охлаждающей поверхности за исключением случаев низкой нагрузки и температуры.</p>
<ul>
        <li>
                Ток нагрузки: 10А;</li>
        <li>
                Входное управляющее напряжение: 3-32 VDC;</li>
        <li>
                Выходящее напряжение нагрузки: 3-60VDC;</li>
        <li>
                Выход полевой транзистор (MOSFET);</li>
        <li>
                Габариты (ШхВхГ), мм: 44,5 x 57,3 x 22,6;</li>
        <li>
                Индикатор состояния LED;</li>
</ul>
<p>
        <strong>Производство:</strong> Франция</p>","3-32VDC","3-60VDC","10А","на винты","однофазная","","","","","","","","","","","да","","",""
